3295,Griffith, Andrew,M,2019-12-12T00:00:00
3296,Anderson, Lee,M,2019-12-12T00:00:00
3297,Green, Damian,M,1997-05-01T00:00:00
3298,Rayner, Angela,F,2015-05-07T00:00:00
3299,Butler, Rob,M,2019-12-12T00:00:00
3300,Prentis, Victoria,F,2015-05-07T00:00:00
3301,Hodge, Dame Margaret,F,1994-06-09T00:00:00
3302,Jarvis, Dan,M,2011-03-03T00:00:00
3303,Peacock, Stephanie,F,2017-06-08T00:00:00
3304,Fell, Simon,M,2019-12-12T00:00:00
3305,Baron, Mr John,M,2001-06-07T00:00:00
3306,Miller, Dame Maria,F,2005-05-05T00:00:00
3307,Clarke-Smith, Brendan,M,2019-12-12T00:00:00
3308,Hobhouse, Wera,F,2017-06-08T00:00:00
3309,Leadbeater, Kim,F,2021-07-01T00:00:00
3310,De Cordova, Marsha,F,2017-06-08T00:00:00
3311,Morrissey, Joy,F,2019-12-12T00:00:00
3312,Stewart, Bob,M,2010-05-06T00:00:00
3313,Yasin, Mohammad,M,2017-06-08T00:00:00
3314,Robinson, Gavin,M,2015-05-07T00:00:00
3315,Finucane, John,M,2019-12-12T00:00:00
3316,Hanna, Claire,F,2019-12-12T00:00:00
3317,Maskey, Paul,M,2011-06-09T00:00:00
3318,Coyle, Neil,M,2015-05-07T00:00:00
3319,Trevelyan, Anne-Marie,F,2015-05-07T00:00:00
3320,Ali, Rushanara,F,2010-05-06T00:00:00
3321,Stuart, Graham,M,2005-05-05T00:00:00
3322,Merriman, Huw,M,2015-05-07T00:00:00
3323,Evennett, Sir David,M,2005-05-05T00:00:00
3324,Whitley, Mick,M,2019-12-12T00:00:00
3325,Gill, Preet Kaur,F,2017-06-08T00:00:00
3326,Hamilton, Mrs Paulette,F,2022-03-03T00:00:00
3327,Ali, Tahir,M,2019-12-12T00:00:00
3328,Byrne, Liam,M,2004-07-15T00:00:00
3329,Mahmood, Shabana,F,2010-05-06T00:00:00
3330,Sambrook, Gary,M,2019-12-12T00:00:00
3331,Mahmood, Mr Khalid,M,2001-06-07T00:00:00
3332,McCabe, Steve,M,1997-05-01T00:00:00
3333,Phillips, Jess,F,2015-05-07T00:00:00
3334,Davison, Dehenna,F,2019-12-12T00:00:00
3335,Hollern, Kate,F,2015-05-07T00:00:00
3336,Stringer, Graham,M,1997-05-01T00:00:00
3337,Maynard, Paul,M,2010-05-06T00:00:00
3338,Benton, Scott,M,2019-12-12T00:00:00
3339,Smith, Nick,M,2010-05-06T00:00:00
3340,Twist, Liz,F,2017-06-08T00:00:00
3341,Levy, Ian,M,2019-12-12T00:00:00
3342,Gibb, Nick,M,1997-05-01T00:00:00
3343,Fletcher, Mark,M,2019-12-12T00:00:00
3344,Logan, Mark,M,2019-12-12T00:00:00
3345,Qureshi, Yasmin,F,2010-05-06T00:00:00
3346,Green, Chris,M,2015-05-07T00:00:00
3347,Dowd, Peter,M,2015-05-07T00:00:00
3348,Warman, Matt,M,2015-05-07T00:00:00
3349,Evans, Dr Luke,M,2019-12-12T00:00:00
3350,Ellwood, Mr Tobias,M,2005-05-05T00:00:00
3351,Burns, Conor,M,2010-05-06T00:00:00
3352,Sunderland, James,M,2019-12-12T00:00:00
3353,Hussain, Imran,M,2015-05-07T00:00:00
3354,Cummins, Judith,F,2015-05-07T00:00:00
3355,Shah, Naz,F,2015-05-07T00:00:00
3356,Cleverly, James,M,2015-05-07T00:00:00
3357,Jones, Fay,F,2019-12-12T00:00:00
3358,Butler, Dawn,F,2015-05-07T00:00:00
3359,Gardiner, Barry,M,1997-05-01T00:00:00
3360,Cadbury, Ruth,F,2015-05-07T00:00:00
3361,Burghart, Alex,M,2017-06-08T00:00:00
3362,Wallis, Dr Jamie,M,2019-12-12T00:00:00
3363,Liddell-Grainger, Mr Ian,M,2001-06-07T00:00:00
3364,Percy, Andrew,M,2010-05-06T00:00:00
3365,Russell-Moyle, Lloyd,M,2017-06-08T00:00:00
3366,Lucas, Caroline,F,2010-05-06T00:00:00
3367,McCarthy, Kerry,F,2005-05-05T00:00:00
3368,Jones, Darren,M,2017-06-08T00:00:00
3369,Smyth, Karin,F,2015-05-07T00:00:00
3370,Debbonaire, Thangam,F,2015-05-07T00:00:00
3371,Mayhew, Jerome,M,2019-12-12T00:00:00
3372,Neill, Sir Robert,M,2006-06-29T00:00:00
3373,Javid, Sajid,M,2010-05-06T00:00:00
3374,Walker, Sir Charles,M,2005-05-05T00:00:00
3375,Henry, Darren,M,2019-12-12T00:00:00
3376,Smith, Greg,M,2019-12-12T00:00:00
3377,Higginbotham, Antony,M,2019-12-12T00:00:00
3378,Kniveton, Kate,F,2019-12-12T00:00:00
3379,Daly, James,M,2019-12-12T00:00:00
3380,Wakeford, Christian,M,2019-12-12T00:00:00
3381,Churchill, Jo,F,2015-05-07T00:00:00
3382,David, Wayne,M,2001-06-07T00:00:00
3383,Whittaker, Craig,M,2010-05-06T00:00:00
3384,Harman, Ms Harriet,F,1982-10-28T00:00:00
3385,Eustice, George,M,2010-05-06T00:00:00
3386,Zeichner, Daniel,M,2015-05-07T00:00:00
3387,Milling, Amanda,F,2015-05-07T00:00:00
3388,Duffield, Rosie,F,2017-06-08T00:00:00
3389,Stevens, Jo,F,2015-05-07T00:00:00
3390,McMorrin, Anna,F,2017-06-08T00:00:00
3391,Doughty, Stephen,M,2012-11-15T00:00:00
3392,Brennan, Kevin,M,2001-06-07T00:00:00
3393,Stevenson, John,M,2010-05-06T00:00:00
3394,Edwards, Jonathan,M,2010-05-06T00:00:00
3395,Hart, Simon,M,2010-05-06T00:00:00
3396,Colburn, Elliot,M,2019-12-12T00:00:00
3397,Harris, Rebecca,F,2010-05-06T00:00:00
3398,Stride, Mel,M,2010-05-06T00:00:00
3399,Poulter, Dr Dan,M,2010-05-06T00:00:00
3400,Lake, Ben,M,2017-06-08T00:00:00
3401,Argar, Edward,M,2015-05-07T00:00:00
3402,Crouch, Tracey,F,2010-05-06T00:00:00
3403,Robinson, Mary,F,2015-05-07T00:00:00
3404,Ford, Vicky,F,2017-06-08T00:00:00
3405,Hands, Greg,M,2005-05-05T00:00:00
3406,Chalk, Alex,M,2015-05-07T00:00:00
3407,Green, Sarah,F,2021-06-17T00:00:00
3408,Perkins, Mr Toby,M,2010-05-06T00:00:00
3409,Keegan, Gillian,F,2017-06-08T00:00:00
3410,Duncan Smith, Sir Iain,M,1992-04-09T00:00:00
3411,Donelan, Michelle,F,2015-05-07T00:00:00
3412,Villiers, Theresa,F,2005-05-05T00:00:00
3413,Hoyle, Sir Lindsay,M,1997-05-01T00:00:00
3414,Chope, Sir Christopher,M,1997-05-01T00:00:00
3415,Aiken, Nickie,F,2019-12-12T00:00:00
3416,Dixon, Samantha,F,2022-12-01T00:00:00
3417,Foy, Mary Kelly,F,2019-12-12T00:00:00
3418,Watling, Giles,M,2017-06-08T00:00:00
3419,Vickers, Martin,M,2010-05-06T00:00:00
3420,Baynes, Simon,M,2019-12-12T00:00:00
3421,Jones, Mr David,M,2005-05-05T00:00:00
3422,Quince, Will,M,2015-05-07T00:00:00
3423,McCartney, Jason,M,2019-12-12T00:00:00
3424,Bruce, Fiona,F,2010-05-06T00:00:00
3425,Harrison, Trudy,F,2017-02-23T00:00:00
3426,Pursglove, Tom,M,2015-05-07T00:00:00
3427,Fletcher, Colleen,F,2015-05-07T00:00:00
3428,Owatemi, Taiwo,F,2019-12-12T00:00:00
3429,Sultana, Zarah,F,2019-12-12T00:00:00
3430,Smith, Henry,M,2010-05-06T00:00:00
3431,Mullan, Dr Kieran,M,2019-12-12T00:00:00
3432,Jones, Sarah,F,2017-06-08T00:00:00
3433,Reed, Steve,M,2012-11-29T00:00:00
3434,Philp, Chris,M,2015-05-07T00:00:00
3435,Winter, Beth,F,2019-12-12T00:00:00
3436,Cruddas, Jon,M,2001-06-07T00:00:00
3437,Gibson, Peter,M,2019-12-12T00:00:00
3438,Johnson, Gareth,M,2010-05-06T00:00:00
3439,Heaton-Harris, Chris,M,2010-05-06T00:00:00
3440,Roberts, Rob,M,2019-12-12T00:00:00
3441,Gwynne, Andrew,M,2005-05-05T00:00:00
3442,Solloway, Amanda,F,2019-12-12T00:00:00
3443,Beckett, Margaret,F,1983-06-09T00:00:00
3444,Dines, Miss Sarah,F,2019-12-12T00:00:00
3445,Kruger, Danny,M,2019-12-12T00:00:00
3446,Eastwood, Mark,M,2019-12-12T00:00:00
3447,Fletcher, Nick,M,2019-12-12T00:00:00
3448,Winterton, Dame Rosie,F,1997-05-01T00:00:00
3449,Miliband, Edward,M,2005-05-05T00:00:00
3450,Elphicke, Mrs Natalie,F,2019-12-12T00:00:00
3451,Longhi, Marco,M,2019-12-12T00:00:00
3452,Wood, Mike,M,2015-05-07T00:00:00
3453,Hayes, Helen,F,2015-05-07T00:00:00
3454,Saville Roberts, Liz,F,2015-05-07T00:00:00
3455,Huq, Dr Rupa,F,2015-05-07T00:00:00
3456,Murray, James,M,2019-12-12T00:00:00
3457,Sharma, Mr Virendra,M,2007-07-19T00:00:00
3458,Morris, Grahame,M,2010-05-06T00:00:00
3459,Wilson, Sammy,M,2005-05-05T00:00:00
3460,Jupp, Simon,M,2019-12-12T00:00:00
3461,Timms, Sir Stephen,M,1994-06-09T00:00:00
3462,Hinds, Damian,M,2010-05-06T00:00:00
3463,Campbell, Mr Gregory,M,2001-06-07T00:00:00
3464,Coutinho, Claire,F,2019-12-12T00:00:00
3465,Loughton, Tim,M,1997-05-01T00:00:00
3466,Knight, Sir Greg,M,2001-06-07T00:00:00
3467,Ansell, Caroline,F,2019-12-12T00:00:00
3468,Holmes, Paul,M,2019-12-12T00:00:00
3469,Timpson, Edward,M,2019-12-12T00:00:00
3470,Osamor, Kate,F,2015-05-07T00:00:00
3471,Madders, Justin,M,2015-05-07T00:00:00
3472,Shelbrooke, Alec,M,2010-05-06T00:00:00
3473,Efford, Clive,M,1997-05-01T00:00:00
3474,Clark, Feryal,F,2019-12-12T00:00:00
3475,Charalambous, Bambos,M,2017-06-08T00:00:00
3476,Laing, Dame Eleanor,F,1997-05-01T00:00:00
3477,Grayling, Chris,M,2001-06-07T00:00:00
3478,Throup, Maggie,F,2015-05-07T00:00:00
3479,Oppong-Asare, Abena,F,2019-12-12T00:00:00
3480,Raab, Dominic,M,2010-05-06T00:00:00
3481,Bradshaw, Mr Ben,M,1997-05-01T00:00:00
3482,Braverman, Suella,F,2015-05-07T00:00:00
3483,Whately, Helen,F,2015-05-07T00:00:00
3484,Malhotra, Seema,F,2011-12-15T00:00:00
3485,Gildernew, Michelle,F,2017-06-08T00:00:00
3486,Lopresti, Jack,M,2010-05-06T00:00:00
3487,Freer, Mike,M,2010-05-06T00:00:00
3488,Collins, Damian,M,2010-05-06T00:00:00
3489,Harper, Mr Mark,M,2005-05-05T00:00:00
3490,Eastwood, Colum,M,2019-12-12T00:00:00
3491,Menzies, Mark,M,2010-05-06T00:00:00
3492,Leigh, Sir Edward,M,1983-06-09T00:00:00
3493,Eagle, Maria,F,1997-05-01T00:00:00
3494,Mearns, Ian,M,2010-05-06T00:00:00
3495,Randall, Tom,M,2019-12-12T00:00:00
3496,Chishti, Rehman,M,2010-05-06T00:00:00
3497,Graham, Richard,M,2010-05-06T00:00:00
3498,Dinenage, Dame Caroline,F,2010-05-06T00:00:00
3499,Antoniazzi, Tonia,F,2017-06-08T00:00:00
3500,Davies, Gareth,M,2019-12-12T00:00:00
3501,Holloway, Adam,M,2005-05-05T00:00:00
3502,Nici, Lia,F,2019-12-12T00:00:00
3503,Lewis, Brandon,M,2010-05-06T00:00:00
3504,Pennycook, Matthew,M,2015-05-07T00:00:00
3505,Richardson, Angela,F,2019-12-12T00:00:00
3506,Abbott, Ms Diane,F,1987-06-11T00:00:00
3507,Hillier, Dame Meg,F,2005-05-05T00:00:00
3508,Morris, James,M,2010-05-06T00:00:00
3509,Lynch, Holly,F,2015-05-07T00:00:00
3510,Davis, Mr David,M,2008-07-10T00:00:00
3511,Twigg, Derek,M,1997-05-01T00:00:00
3512,Slaughter, Andy,M,2005-05-05T00:00:00
3513,Siddiq, Tulip,F,2015-05-07T00:00:00
3514,O'Brien, Neil,M,2017-06-08T00:00:00
3515,Halfon, Robert,M,2010-05-06T00:00:00
3516,Jones, Andrew,M,2010-05-06T00:00:00
3517,Blackman, Bob,M,2010-05-06T00:00:00
3518,Thomas, Gareth,M,1997-05-01T00:00:00
3519,Mortimer, Jill,F,2021-05-06T00:00:00
3520,Jenkin, Sir Bernard,M,1992-04-09T00:00:00
3521,Hart, Sally-Ann,F,2019-12-12T00:00:00
3522,Mak, Alan,M,2015-05-07T00:00:00
3523,McDonnell, John,M,1997-05-01T00:00:00
3524,Wragg, Mr William,M,2015-05-07T00:00:00
3525,Penning, Sir Mike,M,2005-05-05T00:00:00
3526,Trickett, Jon,M,1996-02-01T00:00:00
3527,Offord, Dr Matthew,M,2010-05-06T00:00:00
3528,Howell, John,M,2008-06-26T00:00:00
3529,Norman, Jesse,M,2010-05-06T00:00:00
3530,Marson, Julie,F,2019-12-12T00:00:00
3531,Dowden, Oliver,M,2015-05-07T00:00:00
3532,Opperman, Guy,M,2010-05-06T00:00:00
3533,Clarkson, Chris,M,2019-12-12T00:00:00
3534,Largan, Robert,M,2019-12-12T00:00:00
3535,Afolami, Bim,M,2017-06-08T00:00:00
3536,Starmer, Keir,M,2015-05-07T00:00:00
3537,Lopez, Julia,F,2017-06-08T00:00:00
3538,West, Catherine,F,2015-05-07T00:00:00
3539,Quin, Jeremy,M,2015-05-07T00:00:00
3540,Phillipson, Bridget,F,2010-05-06T00:00:00
3541,Kyle, Peter,M,2015-05-07T00:00:00
3542,Sheerman, Mr Barry,M,1979-05-03T00:00:00
3543,Djanogly, Mr Jonathan,M,2001-06-07T00:00:00
3544,Britcliffe, Sara,F,2019-12-12T00:00:00
3545,Streeting, Wes,M,2015-05-07T00:00:00
3546,Tarry, Sam,M,2019-12-12T00:00:00
3547,Hunt, Tom,M,2019-12-12T00:00:00
3548,Seely, Bob,M,2017-06-08T00:00:00
3549,Corbyn, Jeremy,M,1983-06-09T00:00:00
3550,Thornberry, Emily,F,2005-05-05T00:00:00
3551,Evans, Chris,M,2010-05-06T00:00:00
3552,Osborne, Kate,F,2019-12-12T00:00:00
3553,Moore, Robbie,M,2019-12-12T00:00:00
3554,Wright, Sir Jeremy,M,2005-05-05T00:00:00
3555,Buchan, Felicity,F,2019-12-12T00:00:00
3556,Hollobone, Mr Philip,M,2005-05-05T00:00:00
3557,Davey, Ed,M,2017-06-08T00:00:00
3558,Turner, Karl,M,2010-05-06T00:00:00
3559,Johnson, Dame Diana,F,2005-05-05T00:00:00
3560,Hardy, Emma,F,2017-06-08T00:00:00
3561,Skidmore, Chris,M,2010-05-06T00:00:00
3562,Howarth, Sir George,M,1986-11-13T00:00:00
3563,Donaldson, Sir Jeffrey M,M,1997-05-01T00:00:00
3564,Smith, Cat,F,2015-05-07T00:00:00
3565,Benn, Hilary,M,1999-06-10T00:00:00
3566,Burgon, Richard,M,2015-05-07T00:00:00
3567,Hamilton, Fabian,M,1997-05-01T00:00:00
3568,Sobel, Alex,M,2017-06-08T00:00:00
3569,Reeves, Rachel,F,2010-05-06T00:00:00
3570,Webbe, Claudia,F,2019-12-12T00:00:00
3571,Ashworth, Jonathan,M,2011-05-05T00:00:00
3572,Kendall, Liz,F,2010-05-06T00:00:00
3573,Grundy, James,M,2019-12-12T00:00:00
3574,Caulfield, Maria,F,2015-05-07T00:00:00
3575,Daby, Janet,F,2018-06-14T00:00:00
3576,Reeves, Ellie,F,2017-06-08T00:00:00
3577,Foxcroft, Vicky,F,2015-05-07T00:00:00
3578,Cryer, John,M,2010-05-06T00:00:00
3579,Fabricant, Michael,M,1992-04-09T00:00:00
3580,McCartney, Karl,M,2019-12-12T00:00:00
3581,Johnson, Kim,F,2019-12-12T00:00:00
3582,Carden, Dan,M,2017-06-08T00:00:00
3583,Barker, Paula,F,2019-12-12T00:00:00
3584,Byrne, Ian,M,2019-12-12T00:00:00
3585,Griffith, Dame Nia,F,2005-05-05T00:00:00
3586,Hunt, Jane,F,2019-12-12T00:00:00
3587,Atkins, Victoria,F,2015-05-07T00:00:00
3588,Dunne, Philip,M,2005-05-05T00:00:00
3589,Owen, Sarah,F,2019-12-12T00:00:00
3590,Hopkins, Rachel,F,2019-12-12T00:00:00
3591,Rutley, David,M,2010-05-06T00:00:00
3592,May, Mrs Theresa,F,1997-05-01T00:00:00
3593,Grant, Mrs Helen,F,2010-05-06T00:00:00
3594,Fovargue, Yvonne,F,2010-05-06T00:00:00
3595,Whittingdale, Sir John,M,1992-04-09T00:00:00
3596,Powell, Lucy,F,2012-11-15T00:00:00
3597,Khan, Afzal,M,2017-06-08T00:00:00
3598,Smith, Jeff,M,2015-05-07T00:00:00
3599,Bradley, Ben,M,2017-06-08T00:00:00
3600,Drummond, Mrs Flick,F,2019-12-12T00:00:00
3601,Bhatti, Saqib,M,2019-12-12T00:00:00
3602,Jones, Gerald,M,2015-05-07T00:00:00
3603,Dorries, Ms Nadine,F,2005-05-05T00:00:00
3604,Latham, Mrs Pauline,F,2010-05-06T00:00:00
3605,Tomlinson, Michael,M,2015-05-07T00:00:00
3606,Freeman, George,M,2010-05-06T00:00:00
3607,Davies, Mims,F,2015-05-07T00:00:00
3608,Molloy, Francie,M,2013-03-07T00:00:00
3609,Huddleston, Nigel,M,2015-05-07T00:00:00
3610,McDonald, Andy,M,2012-11-29T00:00:00
3611,Clarke, Mr Simon,M,2017-06-08T00:00:00
3612,Everitt, Ben,M,2019-12-12T00:00:00
3613,Stewart, Iain,M,2010-05-06T00:00:00
3614,McDonagh, Siobhain,F,1997-05-01T00:00:00
3615,Beresford, Sir Paul,M,1992-04-09T00:00:00
3616,Davies, David T C,M,2005-05-05T00:00:00
3617,Williams, Craig,M,2019-12-12T00:00:00
3618,Morris, David,M,2010-05-06T00:00:00
3619,Jenkyns, Andrea,F,2015-05-07T00:00:00
3620,Rees, Christina,F,2015-05-07T00:00:00
3621,Lewis, Sir Julian,M,1997-05-01T00:00:00
3622,Swayne, Sir Desmond,M,1997-05-01T00:00:00
3623,Jenrick, Robert,M,2014-06-05T00:00:00
3624,Farris, Laura,F,2019-12-12T00:00:00
3625,Onwurah, Chi,F,2010-05-06T00:00:00
3626,Brown, Mr Nicholas,M,1983-06-09T00:00:00
3627,McKinnell, Catherine,F,2010-05-06T00:00:00
3628,Bell, Aaron,M,2019-12-12T00:00:00
3629,Morden, Jessica,F,2005-05-05T00:00:00
3630,Jones, Ruth,F,2019-04-04T00:00:00
3631,Brady, Mickey,M,2015-05-07T00:00:00
3632,Morris, Anne Marie,F,2010-05-06T00:00:00
3633,Cooper, Yvette,F,1997-05-01T00:00:00
3634,Paisley, Ian,M,2010-05-06T00:00:00
3635,Mann, Scott,M,2015-05-07T00:00:00
3636,Saxby, Selaine,F,2019-12-12T00:00:00
3637,Hoare, Simon,M,2015-05-07T00:00:00
3638,Farry, Stephen,M,2019-12-12T00:00:00
3639,Jones, Mr Kevan,M,2001-06-07T00:00:00
3640,Fuller, Richard,M,2019-12-12T00:00:00
3641,Barclay, Steve,M,2010-05-06T00:00:00
3642,Rowley, Lee,M,2017-06-08T00:00:00
3643,Jayawardena, Mr Ranil,M,2015-05-07T00:00:00
3644,Heald, Sir Oliver,M,1992-04-09T00:00:00
3645,Rees-Mogg, Mr Jacob,M,2010-05-06T00:00:00
3646,Wiggin, Sir Bill,M,2001-06-07T00:00:00
3647,Baker, Duncan,M,2019-12-12T00:00:00
3648,Morgan, Helen,F,2021-12-16T00:00:00
3649,Fox, Dr Liam,M,1992-04-09T00:00:00
3650,Tomlinson, Justin,M,2010-05-06T00:00:00
3651,Gale, Sir Roger,M,1983-06-09T00:00:00
3652,Glindon, Mary,F,2010-05-06T00:00:00
3653,Tracey, Craig,M,2015-05-07T00:00:00
3654,Vara, Shailesh,M,2005-05-05T00:00:00
3655,Holden, Mr Richard,M,2019-12-12T00:00:00
3656,Malthouse, Kit,M,2015-05-07T00:00:00
3657,Bridgen, Andrew,M,2010-05-06T00:00:00
3658,Wild, James,M,2019-12-12T00:00:00
3659,Gray, James,M,1997-05-01T00:00:00
3660,Ellis, Michael,M,2010-05-06T00:00:00
3661,Lewer, Andrew,M,2017-06-08T00:00:00
3662,Smith, Chloe,F,2009-07-23T00:00:00
3663,Lewis, Clive,M,2015-05-07T00:00:00
3664,Whittome, Nadia,F,2019-12-12T00:00:00
3665,Norris, Alex,M,2017-06-08T00:00:00
3666,Greenwood, Lilian,F,2010-05-06T00:00:00
3667,Jones, Mr Marcus,M,2010-05-06T00:00:00
3668,Elmore, Chris,M,2016-05-05T00:00:00
3669,French, Mr Louie,M,2021-12-02T00:00:00
3670,Abrahams, Debbie,F,2011-01-13T00:00:00
3671,McMahon, Jim,M,2015-12-03T00:00:00
3672,Bacon, Gareth,M,2019-12-12T00:00:00
3673,Dodds, Anneliese,F,2017-06-08T00:00:00
3674,Moran, Layla,F,2017-06-08T00:00:00
3675,Stephenson, Andrew,M,2010-05-06T00:00:00
3676,Cates, Miriam,F,2019-12-12T00:00:00
3677,Hudson, Dr Neil,M,2019-12-12T00:00:00
3678,Bristow, Paul,M,2019-12-12T00:00:00
3679,Mercer, Johnny,M,2015-05-07T00:00:00
3680,Pollard, Luke,M,2017-06-08T00:00:00
3681,Davies-Jones, Alex,F,2019-12-12T00:00:00
3682,Syms, Sir Robert,M,1997-05-01T00:00:00
3683,Begum, Apsana,F,2019-12-12T00:00:00
3684,Mordaunt, Penny,F,2010-05-06T00:00:00
3685,Morgan, Stephen,M,2017-06-08T00:00:00
3686,Crabb, Stephen,M,2005-05-05T00:00:00
3687,Hendrick, Sir Mark,M,2000-11-23T00:00:00
3688,Andrew, Stuart,M,2010-05-06T00:00:00
3689,Anderson, Fleur,F,2019-12-12T00:00:00
3690,Francois, Mr Mark,M,2001-06-07T00:00:00
3691,Rodda, Matt,M,2017-06-08T00:00:00
3692,Sharma, Sir Alok,M,2010-05-06T00:00:00
3693,Young, Jacob,M,2019-12-12T00:00:00
3694,Maclean, Rachel,F,2017-06-08T00:00:00
3695,Blunt, Crispin,M,1997-05-01T00:00:00
3696,Bryant, Sir Chris,M,2001-06-07T00:00:00
3697,Evans, Mr Nigel,M,1992-04-09T00:00:00
3698,Sunak, Rishi,M,2015-05-07T00:00:00
3699,Olney, Sarah,F,2019-12-12T00:00:00
3700,Lloyd, Tony,M,2017-06-08T00:00:00
3701,Tolhurst, Kelly,F,2015-05-07T00:00:00
3702,Duddridge, Sir James,M,2005-05-05T00:00:00
3703,Rosindell, Andrew,M,2001-06-07T00:00:00
3704,Nokes, Caroline,F,2010-05-06T00:00:00
3705,Berry, Sir Jake,M,2010-05-06T00:00:00
3706,Stafford, Alexander,M,2019-12-12T00:00:00
3707,Champion, Sarah,F,2012-11-29T00:00:00
3708,Pawsey, Mark,M,2010-05-06T00:00:00
3709,Simmonds, David,M,2019-12-12T00:00:00
3710,Spencer, Dr Ben,M,2019-12-12T00:00:00
3711,Edwards, Ruth,F,2019-12-12T00:00:00
3712,Kearns, Alicia,F,2019-12-12T00:00:00
3713,Badenoch, Kemi,F,2017-06-08T00:00:00
3714,Long Bailey, Rebecca,F,2015-05-07T00:00:00
3715,Glen, John,M,2010-05-06T00:00:00
3716,Goodwill, Sir Robert,M,2005-05-05T00:00:00
3717,Mumby-Croft, Holly,F,2019-12-12T00:00:00
3718,Howell, Paul,M,2019-12-12T00:00:00
3719,Esterson, Bill,M,2010-05-06T00:00:00
3720,Adams, Nigel,M,2010-05-06T00:00:00
3721,Trott, Laura,F,2019-12-12T00:00:00
3722,Blomfield, Paul,M,2010-05-06T00:00:00
3723,Betts, Mr Clive,M,1992-04-09T00:00:00
3724,Furniss, Gill,F,2016-05-05T00:00:00
3725,Blake, Olivia,F,2019-12-12T00:00:00
3726,Haigh, Louise,F,2015-05-07T00:00:00
3727,Spencer, Mark,M,2010-05-06T00:00:00
3728,Davies, Philip,M,2005-05-05T00:00:00
3729,Kawczynski, Daniel,M,2005-05-05T00:00:00
